ID_REF,normal_mean,cancer_mean,difference,p_value,adjusted_p_value,ID,Gene Symbol,Gene Title,Gene Ontology Biological Process,Gene Ontology Molecular Function
231050_at,7.176345444117647,3.7946365300673075,-3.3817089140503396,5.270216694732719e-21,6.127071233173685e-19,231050_at,HRASLS5,"HRAS-like suppressor family, member 5",0008152 // metabolic process // inferred from electronic annotation,"0016740 // transferase activity // inferred from electronic annotation /// 0016746 // transferase activity, transferring acyl groups // inferred from electronic annotation"
217047_s_at,9.863853065882353,6.482626547278847,-3.3812265186035058,1.1017022282775026e-19,1.0385113284483215e-17,217047_s_at,FAM13A,"family with sequence similarity 13, member A",0007165 // signal transduction // inferred from electronic annotation /// 0007264 // small GTPase mediated signal transduction // traceable author statement /// 0043547 // positive regulation of GTPase activity // inferred from electronic annotation /// 0051056 // regulation of small GTPase mediated signal transduction // traceable author statement,0005096 // GTPase activator activity // inferred from electronic annotation
202990_at,10.253333383764707,6.877944178701923,-3.375389205062784,1.8439108739051134e-15,8.572300816598568e-14,202990_at,PYGL,"phosphorylase, glycogen, liver",0005975 // carbohydrate metabolic process // traceable author statement /// 0005977 // glycogen metabolic process // inferred from mutant phenotype /// 0005980 // glycogen catabolic process // traceable author statement /// 0006006 // glucose metabolic process // traceable author statement /// 0006015 // 5-phosphoribose 1-diphosphate biosynthetic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0042593 // glucose homeostasis // inferred from mutant phenotype /// 0044281 // small molecule metabolic process // traceable author statement,"0000166 // nucleotide binding // inferred from electronic annotation /// 0002060 // purine nucleobase binding // inferred from direct assay /// 0003824 // catalytic activity // inferred from electronic annotation /// 0004645 // phosphorylase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from direct assay /// 0005536 // glucose binding // non-traceable author statement /// 0008144 // drug binding // inferred from direct assay /// 0008184 // glycogen phosphorylase activity // not recorded /// 0008184 // glycogen phosphorylase activity // inferred from direct assay /// 0008184 // glycogen phosphorylase activity // inferred from mutant phenotype /// 0016208 // AMP binding // inferred from direct assay /// 0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation /// 0019842 // vitamin binding // inferred from direct assay /// 0030170 // pyridoxal phosphate binding // inferred from electronic annotation /// 0030246 // carbohydrate binding // inferred from electronic annotation /// 0032052 // bile acid binding // inferred from direct assay /// 0042803 // protein homodimerization activity // non-traceable author statement"
210145_at,6.905733811882352,3.5304336071153846,-3.3753002047669676,2.901900253752944e-16,1.5317486842319336e-14,210145_at,PLA2G4A,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",0006629 // lipid metabolic process // inferred from electronic annotation /// 0006644 // phospholipid metabolic process // traceable author statement /// 0006654 // phosphatidic acid biosynthetic process // traceable author statement /// 0006663 // platelet activating factor biosynthetic process // non-traceable author statement /// 0006690 // icosanoid metabolic process // non-traceable author statement /// 0007596 // blood coagulation // traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation /// 0009395 // phospholipid catabolic process // inferred from electronic annotation /// 0016042 // lipid catabolic process // inferred from electronic annotation /// 0019369 // arachidonic acid metabolic process // traceable author statement /// 0030168 // platelet activation // traceable author statement /// 0035965 // cardiolipin acyl-chain remodeling // traceable author statement /// 0036148 // phosphatidylglycerol acyl-chain remodeling // traceable author statement /// 0036149 // phosphatidylinositol acyl-chain remodeling // traceable author statement /// 0036150 // phosphatidylserine acyl-chain remodeling // traceable author statement /// 0036151 // phosphatidylcholine acyl-chain remodeling // traceable author statement /// 0036152 // phosphatidylethanolamine acyl-chain remodeling // traceable author statement /// 0042127 // regulation of cell proliferation // inferred from electronic annotation /// 0044281 // small molecule metabolic process // traceable author statement /// 0046456 // icosanoid biosynthetic process // inferred from electronic annotation /// 0046474 // glycerophospholipid biosynthetic process // traceable author statement /// 0050482 // arachidonic acid secretion // inferred from electronic annotation /// 0071236 // cellular response to antibiotic // inferred from electronic annotation,0004620 // phospholipase activity // inferred from electronic annotation /// 0004622 // lysophospholipase activity // inferred from electronic annotation /// 0004623 // phospholipase A2 activity // inferred from direct assay /// 0004623 // phospholipase A2 activity // non-traceable author statement /// 0004623 // phospholipase A2 activity // traceable author statement /// 0005509 // calcium ion binding // inferred from direct assay /// 0005515 // protein binding // inferred from electronic annotation /// 0005544 // calcium-dependent phospholipid binding // inferred from direct assay /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation /// 0047498 // calcium-dependent phospholipase A2 activity // not recorded
239273_s_at,5.863596703470588,2.488614465663462,-3.3749822378071257,3.072152197516271e-37,9.315277488235586e-34,239273_s_at,MMP28,matrix metallopeptidase 28,0006508 // proteolysis // inferred from electronic annotation,0004222 // metalloendopeptidase activity // traceable author statement /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008237 // metallopeptidase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
237390_at,5.712298206647058,2.3428245134711534,-3.369473693175905,1.1100377041141074e-25,2.611411545381201e-23,237390_at,,,,
211006_s_at,6.325706837823529,2.9630457625384614,-3.3626610752850676,4.857556753532342e-18,3.4792728353155077e-16,211006_s_at,KCNB1,"potassium voltage-gated channel, Shab-related subfamily, member 1",0006112 // energy reserve metabolic process // traceable author statement /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from electronic annotation /// 0007268 // synaptic transmission // traceable author statement /// 0034765 // regulation of ion transmembrane transport // inferred from electronic annotation /// 0044281 // small molecule metabolic process // traceable author statement /// 0050796 // regulation of insulin secretion // traceable author statement /// 0051259 // protein oligomerization // inferred from electronic annotation /// 0051260 // protein homooligomerization // inferred from electronic annotation /// 0055085 // transmembrane transport // inferred from electronic annotation /// 0071805 // potassium ion transmembrane transport // inferred from electronic annotation,0005216 // ion channel activity // inferred from electronic annotation /// 0005244 // voltage-gated ion channel activity // inferred from electronic annotation /// 0005249 // voltage-gated potassium channel activity // inferred from electronic annotation /// 0005251 // delayed rectifier potassium channel activity // not recorded /// 0005267 // potassium channel activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0015271 // outward rectifier potassium channel activity // inferred from electronic annotation /// 0047485 // protein N-terminus binding // inferred from electronic annotation
206637_at,7.852677581235293,4.493782706692307,-3.358894874542986,7.098587882415852e-16,3.5030183366580004e-14,206637_at,P2RY14,"purinergic receptor P2Y, G-protein coupled, 14",0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor signaling pathway // non-traceable author statement /// 0035589 // G-protein coupled purinergic nucleotide receptor signaling pathway // inferred from electronic annotation,0004871 // signal transducer activity // inferred from electronic annotation /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation /// 0045028 // G-protein coupled purinergic nucleotide receptor activity // inferred from electronic annotation /// 0045029 // UDP-activated nucleotide receptor activity // non-traceable author statement
1559942_at,6.2963507497058835,2.939410658769231,-3.3569400909366527,2.3319553373524326e-27,7.418098356097744e-25,1559942_at,MDFIC,MyoD family inhibitor domain containing,"0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0007257 // activation of JUN kinase activity // inferred from direct assay /// 0016032 // viral process // inferred from electronic annotation /// 0030111 // regulation of Wnt signaling pathway // inferred from direct assay /// 0042308 // negative regulation of protein import into nucleus // inferred from sequence or structural similarity /// 0045892 // negative regulation of transcription, DNA-templated // inferred from sequence or structural similarity /// 0045893 // positive regulation of transcription, DNA-templated // inferred from direct assay /// 0050434 // positive regulation of viral transcription // inferred from direct assay",0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from physical interaction /// 0030332 // cyclin binding // inferred from physical interaction /// 0030957 // Tat protein binding // inferred from direct assay
210832_x_at,6.289031914764706,2.9388602839615383,-3.350171630803168,9.102486536135089e-32,6.13339027970021e-29,210832_x_at,PTGER3,prostaglandin E receptor 3 (subtype EP3),"0001660 // fever generation // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // traceable author statement /// 0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation /// 0007188 // adenylate cyclase-modulating G-protein coupled receptor signaling pathway // inferred from electronic annotation /// 0007200 // phospholipase C-activating G-protein coupled receptor signaling pathway // inferred from electronic annotation /// 0007204 // positive regulation of cytosolic calcium ion concentration // inferred from electronic annotation /// 0008219 // cell death // traceable author statement /// 0015701 // bicarbonate transport // inferred from electronic annotation /// 0030522 // intracellular receptor signaling pathway // traceable author statement /// 0031622 // positive regulation of fever generation // inferred from sequence or structural similarity /// 0032496 // response to lipopolysaccharide // inferred from electronic annotation /// 0035810 // positive regulation of urine volume // inferred from electronic annotation",0004871 // signal transducer activity // inferred from electronic annotation /// 0004879 // ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity // traceable author statement /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation /// 0004955 // prostaglandin receptor activity // inferred from electronic annotation /// 0004957 // prostaglandin E receptor activity // non-traceable author statement
203881_s_at,9.102253066529412,5.753148843115384,-3.3491042234140282,3.9959973230149417e-10,7.773397441669345e-09,203881_s_at,DMD,dystrophin,"0001954 // positive regulation of cell-matrix adhesion // inferred from electronic annotation /// 0002027 // regulation of heart rate // inferred from mutant phenotype /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0007517 // muscle organ development // non-traceable author statement /// 0007519 // skeletal muscle tissue development // inferred from electronic annotation /// 0008065 // establishment of blood-nerve barrier // inferred from electronic annotation /// 0010468 // regulation of gene expression // inferred from electronic annotation /// 0010880 // regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum // inferred from sequence or structural similarity /// 0010881 // regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion // inferred from sequence or structural similarity /// 0010976 // positive regulation of neuron projection development // inferred from mutant phenotype /// 0014809 // regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion // inferred from sequence or structural similarity /// 0014819 // regulation of skeletal muscle contraction // inferred from sequence or structural similarity /// 0014904 // myotube cell development // inferred from electronic annotation /// 0021629 // olfactory nerve structural organization // inferred from electronic annotation /// 0030049 // muscle filament sliding // traceable author statement /// 0030198 // extracellular matrix organization // traceable author statement /// 0033137 // negative regulation of peptidyl-serine phosphorylation // inferred from sequence or structural similarity /// 0034613 // cellular protein localization // inferred from mutant phenotype /// 0043043 // peptide biosynthetic process // inferred from direct assay /// 0043623 // cellular protein complex assembly // inferred from sequence or structural similarity /// 0044458 // motile cilium assembly // traceable author statement /// 0045213 // neurotransmitter receptor metabolic process // inferred from electronic annotation /// 0045666 // positive regulation of neuron differentiation // inferred from mutant phenotype /// 0046716 // muscle cell cellular homeostasis // inferred from electronic annotation /// 0048747 // muscle fiber development // inferred from electronic annotation /// 0051647 // nucleus localization // inferred from electronic annotation /// 0060048 // cardiac muscle contraction // inferred from mutant phenotype /// 0060314 // regulation of ryanodine-sensitive calcium-release channel activity // inferred from sequence or structural similarity /// 0060857 // establishment of glial blood-brain barrier // inferred from electronic annotation /// 0086001 // cardiac muscle cell action potential // inferred from sequence or structural similarity /// 0090287 // regulation of cellular response to growth factor stimulus // inferred from mutant phenotype /// 1901385 // regulation of voltage-gated calcium channel activity // inferred from sequence or structural similarity /// 1902083 // negative regulation of peptidyl-cysteine S-nitrosylation // inferred from sequence or structural similarity /// 2000169 // regulation of peptidyl-cysteine S-nitrosylation // inferred from electronic annotation /// 2000651 // positive regulation of sodium ion transmembrane transporter activity // inferred from sequence or structural similarity",0002162 // dystroglycan binding // inferred from physical interaction /// 0003779 // actin binding // inferred from direct assay /// 0003779 // actin binding // traceable author statement /// 0005200 // structural constituent of cytoskeleton // traceable author statement /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0008307 // structural constituent of muscle // inferred from direct assay /// 0008307 // structural constituent of muscle // traceable author statement /// 0017022 // myosin binding // inferred from direct assay /// 0017166 // vinculin binding // inferred from physical interaction /// 0046872 // metal ion binding // inferred from electronic annotation /// 0050998 // nitric-oxide synthase binding // inferred from sequence or structural similarity
235570_at,7.906327742705882,4.5578483495,-3.3484793932058814,1.353358969623447e-13,4.747106632588568e-12,235570_at,RBMS3,"RNA binding motif, single stranded interacting protein 3",,0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation
205208_at,6.264541908000001,2.917791364519231,-3.34675054348077,2.02281826133979e-34,2.4000738670796606e-31,205208_at,ALDH1L1,"aldehyde dehydrogenase 1 family, member L1",0006730 // one-carbon metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0009058 // biosynthetic process // inferred from electronic annotation /// 0009258 // 10-formyltetrahydrofolate catabolic process // inferred from electronic annotation /// 0032259 // methylation // inferred from electronic annotation /// 0055114 // oxidation-reduction process // inferred from electronic annotation,"0003824 // catalytic activity // traceable author statement /// 0008168 // methyltransferase activity // inferred from electronic annotation /// 0016155 // formyltetrahydrofolate dehydrogenase activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016620 // oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor // inferred from electronic annotation /// 0016742 // hydroxymethyl-, formyl- and related transferase activity // inferred from electronic annotation"
221841_s_at,10.708489473117645,7.364734401846153,-3.3437550712714916,6.989714283673444e-14,2.5934168313297955e-12,221841_s_at,KLF4,Kruppel-like factor 4 (gut),"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // inferred from electronic annotation /// 0006366 // transcription from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0007500 // mesodermal cell fate determination // traceable author statement /// 0008285 // negative regulation of cell proliferation // traceable author statement /// 0009913 // epidermal cell differentiation // inferred from electronic annotation /// 0010033 // response to organic substance // inferred from electronic annotation /// 0014067 // negative regulation of phosphatidylinositol 3-kinase signaling // inferred from electronic annotation /// 0014740 // negative regulation of muscle hyperplasia // inferred from electronic annotation /// 0019827 // stem cell maintenance // inferred from sequence or structural similarity /// 0030154 // cell differentiation // inferred from electronic annotation /// 0031077 // post-embryonic camera-type eye development // inferred from electronic annotation /// 0032088 // negative regulation of NF-kappaB transcription factor activity // inferred from direct assay /// 0032270 // positive regulation of cellular protein metabolic process // inferred from mutant phenotype /// 0032526 // response to retinoic acid // inferred from electronic annotation /// 0034115 // negative regulation of heterotypic cell-cell adhesion // inferred from direct assay /// 0035166 // post-embryonic hemopoiesis // inferred from mutant phenotype /// 0042127 // regulation of cell proliferation // inferred from electronic annotation /// 0042221 // response to chemical // inferred from electronic annotation /// 0043154 // negative regulation of cysteine-type endopeptidase activity involved in apoptotic process // inferred from direct assay /// 0043551 // regulation of phosphatidylinositol 3-kinase activity // inferred from electronic annotation /// 0045415 // negative regulation of interleukin-8 biosynthetic process // inferred from direct assay /// 0045429 // positive regulation of nitric oxide biosynthetic process // inferred from mutant phenotype /// 0045444 // fat cell differentiation // inferred from sequence or structural similarity /// 0045595 // regulation of cell differentiation // inferred from sequence or structural similarity /// 0045892 // negative regulation of transcription, DNA-templated // inferred from direct assay /// 0045893 // positive regulation of transcription, DNA-templated // inferred from sequence or structural similarity /// 0045893 // positive regulation of transcription, DNA-templated // non-traceable author statement /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from genetic interaction /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0046985 // positive regulation of hemoglobin biosynthetic process // inferred from mutant phenotype /// 0048662 // negative regulation of smooth muscle cell proliferation // inferred from electronic annotation /// 0048730 // epidermis morphogenesis // inferred from electronic annotation /// 0050728 // negative regulation of inflammatory response // traceable author statement /// 0051247 // positive regulation of protein metabolic process // inferred from genetic interaction /// 0051898 // negative regulation of protein kinase B signaling // inferred from electronic annotation /// 0060761 // negative regulation of response to cytokine stimulus // inferred from direct assay /// 0070301 // cellular response to hydrogen peroxide // inferred from electronic annotation /// 0070373 // negative regulation of ERK1 and ERK2 cascade // inferred from electronic annotation /// 0071363 // cellular response to growth factor stimulus // inferred from direct assay /// 0071407 // cellular response to organic cyclic compound // inferred from electronic annotation /// 0071409 // cellular response to cycloheximide // inferred from electronic annotation /// 0071499 // cellular response to laminar fluid shear stress // inferred from mutant phenotype /// 0090051 // negative regulation of cell migration involved in sprouting angiogenesis // inferred from direct assay /// 1901653 // cellular response to peptide // inferred from electronic annotation /// 2000342 // negative regulation of chemokine (C-X-C motif) ligand 2 production // inferred from direct assay",0000987 // core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0001010 // sequence-specific DNA binding transcription factor recruiting transcription factor activity // inferred from sequence or structural similarity /// 0001077 // RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription // inferred from mutant phenotype /// 0001085 // RNA polymerase II transcription factor binding // inferred from physical interaction /// 0001085 // RNA polymerase II transcription factor binding // inferred from sequence or structural similarity /// 0001190 // RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription // inferred from direct assay /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003690 // double-stranded DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from electronic annotation /// 0008270 // zinc ion binding // non-traceable author statement /// 0035014 // phosphatidylinositol 3-kinase regulator activity // inferred from electronic annotation /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation /// 0044212 // transcription regulatory region DNA binding // inferred from sequence or structural similarity /// 0046872 // metal ion binding // inferred from electronic annotation
202920_at,6.784879857117648,3.441503412894231,-3.3433764442234173,2.2693403730855967e-23,3.870572756957462e-21,202920_at,ANK2,"ankyrin 2, neuronal",0002027 // regulation of heart rate // inferred from mutant phenotype /// 0003283 // atrial septum development // inferred from mutant phenotype /// 0006874 // cellular calcium ion homeostasis // inferred from sequence or structural similarity /// 0007165 // signal transduction // inferred from electronic annotation /// 0007399 // nervous system development // inferred from electronic annotation /// 0007411 // axon guidance // traceable author statement /// 0008104 // protein localization // inferred from electronic annotation /// 0010628 // positive regulation of gene expression // inferred from genetic interaction /// 0010881 // regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion // inferred from genetic interaction /// 0010881 // regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion // inferred from sequence or structural similarity /// 0010882 // regulation of cardiac muscle contraction by calcium ion signaling // inferred from mutant phenotype /// 0030913 // paranodal junction assembly // inferred from electronic annotation /// 0031647 // regulation of protein stability // inferred by curator /// 0033292 // T-tubule organization // inferred from sequence or structural similarity /// 0033365 // protein localization to organelle // inferred from genetic interaction /// 0034394 // protein localization to cell surface // inferred from sequence or structural similarity /// 0034613 // cellular protein localization // inferred from genetic interaction /// 0036309 // protein localization to M-band // inferred from sequence or structural similarity /// 0036371 // protein localization to T-tubule // inferred from sequence or structural similarity /// 0043268 // positive regulation of potassium ion transport // inferred from sequence or structural similarity /// 0050821 // protein stabilization // inferred from sequence or structural similarity /// 0051279 // regulation of release of sequestered calcium ion into cytosol // inferred from genetic interaction /// 0051597 // response to methylmercury // inferred from electronic annotation /// 0051924 // regulation of calcium ion transport // inferred from genetic interaction /// 0051928 // positive regulation of calcium ion transport // inferred from sequence or structural similarity /// 0055117 // regulation of cardiac muscle contraction // inferred from mutant phenotype /// 0060048 // cardiac muscle contraction // inferred from electronic annotation /// 0060307 // regulation of ventricular cardiac muscle cell membrane repolarization // inferred from mutant phenotype /// 0070296 // sarcoplasmic reticulum calcium ion transport // traceable author statement /// 0070972 // protein localization to endoplasmic reticulum // inferred from genetic interaction /// 0072659 // protein localization to plasma membrane // inferred from genetic interaction /// 0072659 // protein localization to plasma membrane // inferred from sequence or structural similarity /// 0072661 // protein targeting to plasma membrane // inferred from electronic annotation /// 0086004 // regulation of cardiac muscle cell contraction // inferred from genetic interaction /// 0086005 // ventricular cardiac muscle cell action potential // inferred from mutant phenotype /// 0086014 // atrial cardiac muscle cell action potential // inferred from mutant phenotype /// 0086015 // SA node cell action potential // inferred from sequence or structural similarity /// 0086036 // regulation of cardiac muscle cell membrane potential // inferred from electronic annotation /// 0086046 // membrane depolarization during SA node cell action potential // traceable author statement /// 0086066 // atrial cardiac muscle cell to AV node cell communication // inferred from sequence or structural similarity /// 0086070 // SA node cell to atrial cardiac muscle cell communication // inferred from mutant phenotype /// 0086091 // regulation of heart rate by cardiac conduction // inferred from mutant phenotype /// 0086091 // regulation of heart rate by cardiac conduction // inferred from sequence or structural similarity /// 1901018 // positive regulation of potassium ion transmembrane transporter activity // inferred from sequence or structural similarity /// 1901019 // regulation of calcium ion transmembrane transporter activity // inferred from sequence or structural similarity /// 1901021 // positive regulation of calcium ion transmembrane transporter activity // inferred from sequence or structural similarity /// 2001257 // regulation of cation channel activity // inferred from electronic annotation /// 2001259 // positive regulation of cation channel activity // inferred from sequence or structural similarity,"0005200 // structural constituent of cytoskeleton // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0015459 // potassium channel regulator activity // inferred from electronic annotation /// 0019899 // enzyme binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from physical interaction /// 0030507 // spectrin binding // inferred from physical interaction /// 0030674 // protein binding, bridging // inferred from sequence or structural similarity /// 0044325 // ion channel binding // inferred from physical interaction /// 0044325 // ion channel binding // inferred from sequence or structural similarity /// 0051117 // ATPase binding // inferred from sequence or structural similarity"
213001_at,8.767698059352941,5.430391433144231,-3.3373066262087105,2.4801774880938283e-16,1.3219297570573541e-14,213001_at,ANGPTL2,angiopoietin-like 2,0007275 // multicellular organismal development // traceable author statement,0005102 // receptor binding // traceable author statement
207317_s_at,6.108750490882352,2.773554809451923,-3.335195681430429,2.0776826181304548e-29,9.176156995038348e-27,207317_s_at,CASQ2,calsequestrin 2 (cardiac muscle),0002027 // regulation of heart rate // inferred from mutant phenotype /// 0005513 // detection of calcium ion // traceable author statement /// 0006941 // striated muscle contraction // traceable author statement /// 0010649 // regulation of cell communication by electrical coupling // inferred from mutant phenotype /// 0010880 // regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum // inferred from sequence or structural similarity /// 0010881 // regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion // inferred from mutant phenotype /// 0034220 // ion transmembrane transport // traceable author statement /// 0043267 // negative regulation of potassium ion transport // inferred from sequence or structural similarity /// 0051208 // sequestering of calcium ion // inferred from direct assay /// 0051208 // sequestering of calcium ion // inferred from mutant phenotype /// 0051258 // protein polymerization // inferred from direct assay /// 0055085 // transmembrane transport // traceable author statement /// 0060048 // cardiac muscle contraction // inferred from mutant phenotype /// 0060306 // regulation of membrane repolarization // inferred from sequence or structural similarity /// 0060315 // negative regulation of ryanodine-sensitive calcium-release channel activity // inferred from direct assay /// 0060315 // negative regulation of ryanodine-sensitive calcium-release channel activity // inferred from sequence or structural similarity /// 0071313 // cellular response to caffeine // inferred from mutant phenotype /// 0086029 // Purkinje myocyte to ventricular cardiac muscle cell signaling // non-traceable author statement /// 1901017 // negative regulation of potassium ion transmembrane transporter activity // inferred from sequence or structural similarity,0005509 // calcium ion binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0042803 // protein homodimerization activity // inferred from sequence or structural similarity
235019_at,7.056114362647059,3.7224495517403846,-3.3336648109066744,4.0558901668430053e-20,4.024844171202262e-18,235019_at,CPM,carboxypeptidase M,0006508 // proteolysis // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0009653 // anatomical structure morphogenesis // traceable author statement,"0004180 // carboxypeptidase activity // traceable author statement /// 0004181 // metallocarboxypeptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008237 // metallopeptidase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016788 // hydrolase activity, acting on ester bonds // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
211922_s_at,9.043462575058825,5.709971774769231,-3.333490800289594,4.756099837217662e-23,7.679975533003042e-21,211922_s_at,CAT,catalase,0000302 // response to reactive oxygen species // inferred from mutant phenotype /// 0001649 // osteoblast differentiation // inferred from direct assay /// 0001657 // ureteric bud development // inferred from electronic annotation /// 0001666 // response to hypoxia // inferred from electronic annotation /// 0001822 // kidney development // inferred from electronic annotation /// 0006144 // purine nucleobase metabolic process // traceable author statement /// 0006195 // purine nucleotide catabolic process // traceable author statement /// 0006641 // triglyceride metabolic process // inferred from electronic annotation /// 0006979 // response to oxidative stress // inferred from electronic annotation /// 0007568 // aging // inferred from electronic annotation /// 0008203 // cholesterol metabolic process // inferred from electronic annotation /// 0009060 // aerobic respiration // inferred from electronic annotation /// 0009650 // UV protection // inferred from mutant phenotype /// 0014068 // positive regulation of phosphatidylinositol 3-kinase signaling // inferred from electronic annotation /// 0020027 // hemoglobin metabolic process // inferred from electronic annotation /// 0032088 // negative regulation of NF-kappaB transcription factor activity // inferred from electronic annotation /// 0033197 // response to vitamin E // inferred from electronic annotation /// 0042697 // menopause // inferred from electronic annotation /// 0042744 // hydrogen peroxide catabolic process // inferred from direct assay /// 0043066 // negative regulation of apoptotic process // inferred from mutant phenotype /// 0044281 // small molecule metabolic process // traceable author statement /// 0051092 // positive regulation of NF-kappaB transcription factor activity // inferred from electronic annotation /// 0051262 // protein tetramerization // inferred from direct assay /// 0051289 // protein homotetramerization // inferred from direct assay /// 0051781 // positive regulation of cell division // inferred from electronic annotation /// 0055086 // nucleobase-containing small molecule metabolic process // traceable author statement /// 0055093 // response to hyperoxia // inferred from electronic annotation /// 0055114 // oxidation-reduction process // inferred from electronic annotation /// 0071363 // cellular response to growth factor stimulus // inferred from electronic annotation,"0004046 // aminoacylase activity // inferred from electronic annotation /// 0004096 // catalase activity // inferred from direct assay /// 0004096 // catalase activity // traceable author statement /// 0004601 // peroxidase activity // inferred from electronic annotation /// 0005102 // receptor binding // inferred from physical interaction /// 0016209 // antioxidant activity // inferred from direct assay /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016684 // oxidoreductase activity, acting on peroxide as acceptor // inferred from sequence or structural similarity /// 0019899 // enzyme binding // inferred from physical interaction /// 0020037 // heme binding // inferred from direct assay /// 0042803 // protein homodimerization activity // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation /// 0050661 // NADP binding // inferred from direct assay"
