ID_REF,normal_mean,cancer_mean,difference,p_value,adjusted_p_value,ID,Gene Symbol,Gene Title,Gene Ontology Biological Process,Gene Ontology Molecular Function
1552482_at,3.8954867443529406,5.252156731173077,1.3566699868201364,3.870840051265586e-06,3.4373005248837915e-05,1552482_at,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,0006928 // cellular component movement // inferred from direct assay /// 0007010 // cytoskeleton organization // traceable author statement /// 0007160 // cell-matrix adhesion // inferred from electronic annotation /// 0007165 // signal transduction // inferred from electronic annotation /// 0007611 // learning or memory // inferred from electronic annotation /// 0008154 // actin polymerization or depolymerization // inferred from electronic annotation /// 0008154 // actin polymerization or depolymerization // non-traceable author statement /// 0016358 // dendrite development // inferred from electronic annotation /// 0016477 // cell migration // inferred from electronic annotation /// 0016477 // cell migration // traceable author statement /// 0016601 // Rac protein signal transduction // inferred from direct assay /// 0018108 // peptidyl-tyrosine phosphorylation // inferred from direct assay /// 0043010 // camera-type eye development // inferred from electronic annotation /// 0048675 // axon extension // inferred from electronic annotation /// 2000601 // positive regulation of Arp2/3 complex-mediated actin nucleation // inferred from direct assay,0003677 // DNA binding // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008093 // cytoskeletal adaptor activity // traceable author statement /// 0017124 // SH3 domain binding // inferred from physical interaction /// 0017124 // SH3 domain binding // traceable author statement /// 0019900 // kinase binding // non-traceable author statement /// 0031625 // ubiquitin protein ligase binding // inferred from physical interaction /// 0032403 // protein complex binding // inferred from direct assay /// 0048365 // Rac GTPase binding // inferred from direct assay /// 0070064 // proline-rich region binding // inferred from physical interaction
1552507_at,4.2659668260000005,5.851635464201923,1.5856686382019225,0.0072247614006420045,0.02655534059435921,1552507_at,KCNE4,"potassium voltage-gated channel, Isk-related family, member 4",0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from electronic annotation /// 0034765 // regulation of ion transmembrane transport // inferred from electronic annotation /// 0071805 // potassium ion transmembrane transport // inferred from electronic annotation,0005244 // voltage-gated ion channel activity // inferred from electronic annotation /// 0005249 // voltage-gated potassium channel activity // inferred from electronic annotation /// 0005267 // potassium channel activity // inferred from electronic annotation
1552509_a_at,7.415680501588235,2.855392952875,-4.5602875487132355,5.468611255475483e-26,1.3691345583146625e-23,1552509_a_at,CD300LG,CD300 molecule-like family member g,0002376 // immune system process // inferred from electronic annotation,0005515 // protein binding // inferred from electronic annotation
1552519_at,8.453281079705881,2.6231445582115382,-5.830136521494343,1.4934831638495655e-36,3.1351083692209785e-33,1552519_at,ACVR1C,"activin A receptor, type IC",0002021 // response to dietary excess // inferred from electronic annotation /// 0006468 // protein phosphorylation // inferred by curator /// 0006915 // apoptotic process // inferred from electronic annotation /// 0007178 // transmembrane receptor protein serine/threonine kinase signaling pathway // inferred from electronic annotation /// 0009749 // response to glucose // inferred from electronic annotation /// 0016310 // phosphorylation // inferred from electronic annotation /// 0019915 // lipid storage // inferred from electronic annotation /// 0023014 // signal transduction by phosphorylation // inferred from electronic annotation /// 0030154 // cell differentiation // inferred from direct assay /// 0030262 // apoptotic nuclear changes // inferred from direct assay /// 0032868 // response to insulin // inferred from electronic annotation /// 0038092 // nodal signaling pathway // inferred from mutant phenotype /// 0043280 // positive regulation of cysteine-type endopeptidase activity involved in apoptotic process // inferred from mutant phenotype /// 0046676 // negative regulation of insulin secretion // inferred from electronic annotation /// 1901164 // negative regulation of trophoblast cell migration // inferred from direct assay /// 1901383 // negative regulation of chorionic trophoblast cell proliferation // inferred from mutant phenotype,"0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0004675 // transmembrane receptor protein serine/threonine kinase activity // inferred from electronic annotation /// 0004702 // receptor signaling protein serine/threonine kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0005024 // transforming growth factor beta-activated receptor activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016361 // activin receptor activity, type I // inferred from direct assay /// 0016740 // transferase activity // inferred from electronic annotation /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation /// 0019838 // growth factor binding // inferred from physical interaction /// 0038100 // nodal binding // inferred from mutant phenotype /// 0046872 // metal ion binding // inferred by curator"
1552536_at,4.151907222764706,6.044518458673077,1.8926112359083715,9.683071799069093e-11,2.097191967148381e-09,1552536_at,VTI1A,vesicle transport through interaction with t-SNAREs 1A,"0006810 // transport // inferred from electronic annotation /// 0006886 // intracellular protein transport // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0016192 // vesicle-mediated transport // inferred from electronic annotation /// 0042147 // retrograde transport, endosome to Golgi // inferred from direct assay /// 0042147 // retrograde transport, endosome to Golgi // inferred from mutant phenotype",0005484 // SNAP receptor activity // inferred from direct assay /// 0005515 // protein binding // inferred from electronic annotation
1552575_a_at,2.499414838647059,3.5224333752115387,1.0230185365644795,0.008468904727161275,0.030291916318483207,1552575_a_at,C6orf141,chromosome 6 open reading frame 141,,
1552610_a_at,6.195416351588236,4.5677618253557695,-1.6276545262324662,2.7072553871321763e-13,9.031741550995541e-12,1552610_a_at,JAK1,Janus kinase 1,0006468 // protein phosphorylation // traceable author statement /// 0007167 // enzyme linked receptor protein signaling pathway // inferred from electronic annotation /// 0016310 // phosphorylation // inferred from electronic annotation /// 0018108 // peptidyl-tyrosine phosphorylation // inferred from electronic annotation /// 0019221 // cytokine-mediated signaling pathway // traceable author statement /// 0035556 // intracellular signal transduction // inferred from electronic annotation /// 0038110 // interleukin-2-mediated signaling pathway // inferred from direct assay /// 0046677 // response to antibiotic // inferred from direct assay /// 0046777 // protein autophosphorylation // inferred from electronic annotation /// 0060333 // interferon-gamma-mediated signaling pathway // traceable author statement /// 0060334 // regulation of interferon-gamma-mediated signaling pathway // traceable author statement /// 0060337 // type I interferon signaling pathway // traceable author statement /// 0060338 // regulation of type I interferon-mediated signaling pathway // traceable author statement,"0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // not recorded /// 0004713 // protein tyrosine kinase activity // traceable author statement /// 0004715 // non-membrane spanning protein tyrosine kinase activity // inferred from electronic annotation /// 0005131 // growth hormone receptor binding // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation /// 0019903 // protein phosphatase binding // inferred from physical interaction /// 0031730 // CCR5 chemokine receptor binding // inferred from electronic annotation"
1552615_at,7.290621932117647,4.731630941346154,-2.558990990771493,5.021705444923892e-29,2.0453706080485158e-26,1552615_at,ACACB,acetyl-CoA carboxylase beta,0006084 // acetyl-CoA metabolic process // inferred from direct assay /// 0006112 // energy reserve metabolic process // traceable author statement /// 0006629 // lipid metabolic process // inferred from electronic annotation /// 0006631 // fatty acid metabolic process // inferred from electronic annotation /// 0006633 // fatty acid biosynthetic process // inferred from electronic annotation /// 0006766 // vitamin metabolic process // traceable author statement /// 0006767 // water-soluble vitamin metabolic process // traceable author statement /// 0006768 // biotin metabolic process // traceable author statement /// 0006853 // carnitine shuttle // traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation /// 0014070 // response to organic cyclic compound // inferred from electronic annotation /// 0031325 // positive regulation of cellular metabolic process // traceable author statement /// 0042493 // response to drug // inferred from electronic annotation /// 0044255 // cellular lipid metabolic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement /// 0051289 // protein homotetramerization // inferred from direct assay /// 2001295 // malonyl-CoA biosynthetic process // inferred from electronic annotation,0000166 // nucleotide binding // inferred from electronic annotation /// 0003824 // catalytic activity // inferred from electronic annotation /// 0003989 // acetyl-CoA carboxylase activity // inferred from direct assay /// 0004075 // biotin carboxylase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0009374 // biotin binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
1552616_a_at,5.675240052117647,2.426235649653846,-3.2490044024638007,6.5279783648881e-30,3.1811654569395324e-27,1552616_a_at,ACACB,acetyl-CoA carboxylase beta,0006084 // acetyl-CoA metabolic process // inferred from direct assay /// 0006112 // energy reserve metabolic process // traceable author statement /// 0006629 // lipid metabolic process // inferred from electronic annotation /// 0006631 // fatty acid metabolic process // inferred from electronic annotation /// 0006633 // fatty acid biosynthetic process // inferred from electronic annotation /// 0006766 // vitamin metabolic process // traceable author statement /// 0006767 // water-soluble vitamin metabolic process // traceable author statement /// 0006768 // biotin metabolic process // traceable author statement /// 0006853 // carnitine shuttle // traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation /// 0014070 // response to organic cyclic compound // inferred from electronic annotation /// 0031325 // positive regulation of cellular metabolic process // traceable author statement /// 0042493 // response to drug // inferred from electronic annotation /// 0044255 // cellular lipid metabolic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement /// 0051289 // protein homotetramerization // inferred from direct assay /// 2001295 // malonyl-CoA biosynthetic process // inferred from electronic annotation,0000166 // nucleotide binding // inferred from electronic annotation /// 0003824 // catalytic activity // inferred from electronic annotation /// 0003989 // acetyl-CoA carboxylase activity // inferred from direct assay /// 0004075 // biotin carboxylase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0009374 // biotin binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
1552621_at,5.3039131714705885,7.080355675528846,1.7764425040582577,5.2149542507895293e-14,1.971101025303613e-12,1552621_at,POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL,"polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa /// polymerase (RNA) II (DNA directed) polypeptide J2 /// polymerase (RNA) II (DNA directed) polypeptide J3 /// uroplakin 3B-like","0000398 // mRNA splicing, via spliceosome // traceable author statement /// 0006281 // DNA repair // traceable author statement /// 0006283 // transcription-coupled nucleotide-excision repair // traceable author statement /// 0006289 // nucleotide-excision repair // traceable author statement /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006366 // transcription from RNA polymerase II promoter // inferred from direct assay /// 0006366 // transcription from RNA polymerase II promoter // traceable author statement /// 0006367 // transcription initiation from RNA polymerase II promoter // traceable author statement /// 0006368 // transcription elongation from RNA polymerase II promoter // traceable author statement /// 0006370 // 7-methylguanosine mRNA capping // traceable author statement /// 0008380 // RNA splicing // traceable author statement /// 0010467 // gene expression // traceable author statement /// 0016032 // viral process // traceable author statement /// 0050434 // positive regulation of viral transcription // traceable author statement",0001055 // RNA polymerase II activity // not recorded /// 0003677 // DNA binding // inferred from electronic annotation /// 0003899 // DNA-directed RNA polymerase activity // traceable author statement /// 0003899 // DNA-directed RNA polymerase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0030275 // LRR domain binding // inferred from physical interaction /// 0046983 // protein dimerization activity // inferred from electronic annotation
1552622_s_at,4.137095724352942,6.241318182346154,2.1042224579932123,1.2229787652258645e-14,5.030064659175769e-13,1552622_s_at,LOC441259 /// POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL,"postmeiotic segregation increased 2 pseudogene /// polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa /// polymerase (RNA) II (DNA directed) polypeptide J2 /// polymerase (RNA) II (DNA directed) polypeptide J3 /// uroplakin 3B-like","0000398 // mRNA splicing, via spliceosome // traceable author statement /// 0006281 // DNA repair // traceable author statement /// 0006283 // transcription-coupled nucleotide-excision repair // traceable author statement /// 0006289 // nucleotide-excision repair // traceable author statement /// 0006298 // mismatch repair // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006366 // transcription from RNA polymerase II promoter // inferred from direct assay /// 0006366 // transcription from RNA polymerase II promoter // traceable author statement /// 0006367 // transcription initiation from RNA polymerase II promoter // traceable author statement /// 0006368 // transcription elongation from RNA polymerase II promoter // traceable author statement /// 0006370 // 7-methylguanosine mRNA capping // traceable author statement /// 0008380 // RNA splicing // traceable author statement /// 0010467 // gene expression // traceable author statement /// 0016032 // viral process // traceable author statement /// 0050434 // positive regulation of viral transcription // traceable author statement",0001055 // RNA polymerase II activity // not recorded /// 0003677 // DNA binding // inferred from electronic annotation /// 0003899 // DNA-directed RNA polymerase activity // traceable author statement /// 0003899 // DNA-directed RNA polymerase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0030275 // LRR domain binding // inferred from physical interaction /// 0046983 // protein dimerization activity // inferred from electronic annotation
1552701_a_at,7.261180199,6.108544959480769,-1.1526352395192312,0.0006145227385073889,0.0031824685971149802,1552701_a_at,CARD16,"caspase recruitment domain family, member 16",0010466 // negative regulation of peptidase activity // inferred from electronic annotation /// 0010951 // negative regulation of endopeptidase activity // inferred from electronic annotation /// 0042981 // regulation of apoptotic process // inferred from electronic annotation,0004869 // cysteine-type endopeptidase inhibitor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0030414 // peptidase inhibitor activity // inferred from electronic annotation
1552703_s_at,5.885320071411765,4.629510955721154,-1.255809115690611,0.000391941455521262,0.0021451837846866184,1552703_s_at,CARD16 /// CASP1,"caspase recruitment domain family, member 16 /// caspase 1, apoptosis-related cysteine peptidase","0001666 // response to hypoxia // inferred from electronic annotation /// 0006508 // proteolysis // inferred from direct assay /// 0006915 // apoptotic process // traceable author statement /// 0006919 // activation of cysteine-type endopeptidase activity involved in apoptotic process // traceable author statement /// 0007165 // signal transduction // traceable author statement /// 0008219 // cell death // inferred from electronic annotation /// 0010466 // negative regulation of peptidase activity // inferred from electronic annotation /// 0010951 // negative regulation of endopeptidase activity // inferred from electronic annotation /// 0016485 // protein processing // inferred from electronic annotation /// 0032496 // response to lipopolysaccharide // inferred from electronic annotation /// 0032611 // interleukin-1 beta production // inferred from electronic annotation /// 0033198 // response to ATP // inferred from electronic annotation /// 0035872 // nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway // traceable author statement /// 0042221 // response to chemical // inferred from electronic annotation /// 0042981 // regulation of apoptotic process // inferred from electronic annotation /// 0043123 // positive regulation of I-kappaB kinase/NF-kappaB signaling // inferred from expression pattern /// 0045087 // innate immune response // traceable author statement /// 0050715 // positive regulation of cytokine secretion // inferred from electronic annotation /// 0050717 // positive regulation of interleukin-1 alpha secretion // inferred from electronic annotation /// 0050718 // positive regulation of interleukin-1 beta secretion // inferred from electronic annotation /// 0050727 // regulation of inflammatory response // not recorded /// 0051882 // mitochondrial depolarization // inferred from electronic annotation /// 0060081 // membrane hyperpolarization // inferred from electronic annotation /// 0070269 // pyroptosis // inferred from electronic annotation /// 0071260 // cellular response to mechanical stimulus // inferred from expression pattern /// 0071310 // cellular response to organic substance // inferred from direct assay /// 0097194 // execution phase of apoptosis // not recorded",0004175 // endopeptidase activity // inferred from direct assay /// 0004197 // cysteine-type endopeptidase activity // not recorded /// 0004197 // cysteine-type endopeptidase activity // traceable author statement /// 0004869 // cysteine-type endopeptidase inhibitor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008234 // cysteine-type peptidase activity // inferred from electronic annotation /// 0008656 // cysteine-type endopeptidase activator activity involved in apoptotic process // traceable author statement /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0030414 // peptidase inhibitor activity // inferred from electronic annotation
1552719_at,3.5458513165294114,4.642632781346153,1.0967814648167415,4.810934921947968e-06,4.188483284495105e-05,1552719_at,CASC4,cancer susceptibility candidate 4,,
